9000,-23.011159,-43.438651,5,NA,450,4,NA,1534982290349,"house","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-de-condominio-5-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-com-garagem-450m2-aluguel-RS9000-id-1037260378%2F%2F4"
499000,-22.9154193,-43.2125212,2,2,63,1,1,1535320612399,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-tipo-lamina-2-quartos-com-suite-2937927208.html%2F4"
1300,-22.92473,-43.2430645,2,1,60,1,NA,1534909721715,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-para-aluguel-na-tijuca-2937925791.html%2F4"
140000,-22.873264,-43.355154,1,1,60,NA,NA,1534936967150,"house","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-1-quartos-oswaldo-cruz-zona-norte-rio-de-janeiro-60m2-venda-RS140000-id-94945671%2F%2F4"
290000,-22.844083,-43.262074,3,NA,65,1,NA,1535465770900,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-olaria-zona-norte-rio-de-janeiro-com-garagem-65m2-venda-RS290000-id-1039461993%2F%2F4"
1500,-22.979756,-43.216633,3,3,122,1,NA,1535681806541,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-122m2-venda-RS2500000-id-81588890%2F%2F4"
1300,-22.916939,-43.188941,1,NA,50,NA,NA,1535516288749,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-1-quartos-santa-teresa-zona-central-rio-de-janeiro-50m2-aluguel-RS1300-id-78709726%2F%2F4"
1300,-22.9364434,-43.3377367,2,1,63,1,NA,1535327126601,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-para-aluguel-em-freguesia-jacarepagua-1002723464.html%2F4"
350,-22.875218,-43.266278,2,2,54,1,NA,1534973766952,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-2-quartos-del-castilho-zona-norte-rio-de-janeiro-com-garagem-54m2-venda-RS260700-id-94446347%2F%2F4"
1032,-22.975824,-43.189049,2,1,75,1,NA,1535278193777,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-2-quartos-copacabana-zona-sul-rio-de-janeiro-com-garagem-75m2-aluguel-RS2200-id-1037878414%2F%23contato%2F4"
1252,-22.983606,-43.218279,3,2,120,1,NA,1534953720361,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-120m2-aluguel-RS4000-id-59287816%2F%2F4"
2300,-22.956436,-43.194147,3,NA,50,1,NA,1535010319426,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-botafogo-zona-sul-rio-de-janeiro-50m2-aluguel-RS2300-id-94308041%2F%23contato%2F4"
1648,-22.973441,-43.189869,3,1,108,NA,NA,1535505334663,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-copacabana-zona-sul-rio-de-janeiro-108m2-aluguel-RS3000-id-94207918%2F%2F4"
1205,-23.015904,-43.461975,3,3,200,2,NA,1535318180023,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcobertura-3-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-com-garagem-200m2-aluguel-RS3200-id-94973333%2F%2F4"
853,-23.015845,-43.450475,2,3,96,1,NA,1535187274758,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-2-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-com-garagem-96m2-venda-RS580000-id-94554447%2F%2F4"
1100,-23.005265,-43.325754,3,4,90,1,NA,1535727022890,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-90m2-venda-RS990000-id-1037926482%2F%2F4"
800000,-22.810627,-43.209292,3,NA,145,2,NA,1535461756968,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-jardim-guanabara-ilha-do-governador-rio-de-janeiro-com-garagem-145m2-venda-RS800000-id-82750743%2F%2F4"
880000,-22.93696,-43.177599,3,NA,124,1,NA,1535079712120,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-flamengo-zona-sul-rio-de-janeiro-com-garagem-124m2-venda-RS880000-id-1037143470%2F%2F4"
3400000,-22.9840146,-43.2188209,3,1,170,1,1,1534785135684,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-no-leblon-2935323779.html%2F4"
239000,-22.887161,-43.464377,2,NA,50,1,NA,1535418273199,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-2-quartos-bangu-zona-oeste-rio-de-janeiro-com-garagem-50m2-venda-RS239000-id-93968396%2F%2F4"
750000,-22.947594,-43.347845,3,NA,400,4,NA,1534933940107,"house","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-de-condominio-3-quartos-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-com-garagem-400m2-venda-RS750000-id-86736465%2F%3Fopen%3Dreport%23report-problems%2F4"
260000,-22.9866514,-43.4891567,2,NA,64,1,NA,1535172584606,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Fcuricica%2Frj%2F5481592.htm%2F4"
